"gender","event","medal","athlete","abb","year"
"Women","100 m Freestyle S7","Bronze","RODGERS Susannah","GBR",2012
"Women","100 m Freestyle S8","Gold","LONG Jessica","USA",2012
"Women","100 m Freestyle S8","Silver","FREDERIKSEN Heather","GBR",2012
"Women","100 m Freestyle S8","Bronze","ELLIOTT Maddison","AUS",2012
"Women","100 m Freestyle S9","Gold","COLE Ellie","AUS",2012
"Women","100 m Freestyle S9","Silver","DU TOIT Natalie","RSA",2012
"Women","100 m Freestyle S9","Bronze","GASCON Sarai","ESP",2012
"Women","100 m Freestyle S10","Gold","PASCOE Sophie","NZL",2012
"Women","100 m Freestyle S10","Silver","LORANDI Elodie","FRA",2012
"Women","100 m Freestyle S10","Bronze","MORTIMER Summer Ashley","CAN",2012
"Women","100 m Freestyle S11","Gold","CAMELLINI Cecilia","ITA",2012
"Women","100 m Freestyle S11","Silver","FISHER Mary","NZL",2012
"Women","100 m Freestyle S11","Bronze","LI Guizhi","CHN",2012
"Women","100 m Freestyle S12","Gold","SAVCHENKO Oxana","RUS",2012
"Women","100 m Freestyle S12","Silver","PRONINA Natali","AZE",2012
"Women","100 m Freestyle S12","Bronze","STUKALOVA Darya","RUS",2012
"Women","100 m Freestyle S13","Gold","BECHERER Kelley","USA",2012
"Women","100 m Freestyle S13","Silver","GRAND-MAISON Valerie","CAN",2012
"Women","100 m Freestyle S13","Bronze","MEYERS Rebecca","USA",2012
"Women","200 m Freestyle S5","Gold","RUNG Sarah Louise","NOR",2012
"Women","200 m Freestyle S5","Silver","PERALES Teresa","ESP",2012
"Women","200 m Freestyle S5","Bronze","PEZARO Inbal","ISR",2012
"Women","200 m Freestyle S14","Gold","APPLEGATE Jessica-Jane","GBR",2012
"Women","200 m Freestyle S14","Silver","CORRY Taylor","AUS",2012
"Women","200 m Freestyle S14","Bronze","VAN DER KULK Marlou","NED",2012
"Women","400 m Freestyle S6","Gold","SIMMONDS Eleanor","GBR",2012
"Women","400 m Freestyle S6","Silver","ARLEN Victoria","USA",2012
"Women","400 m Freestyle S6","Bronze","SONG Lingling","CHN",2012
"Women","400 m Freestyle S7","Gold","FRENEY Jacqueline","AUS",2012
"Women","400 m Freestyle S7","Silver","JORDAN Cortney","USA",2012
"Women","400 m Freestyle S7","Bronze","RODGERS Susannah","GBR",2012
"Women","400 m Freestyle S8","Gold","LONG Jessica","USA",2012
"Women","400 m Freestyle S8","Silver","FREDERIKSEN Heather","GBR",2012
"Women","400 m Freestyle S8","Bronze","ELLIOTT Maddison","AUS",2012
"Women","400 m Freestyle S9","Gold","DU TOIT Natalie","RSA",2012
"Women","400 m Freestyle S9","Silver","MILLWARD Stephanie","GBR",2012
"Women","400 m Freestyle S9","Bronze","COLE Ellie","AUS",2012
"Women","400 m Freestyle S10","Gold","LORANDI Elodie","FRA",2012
"Women","400 m Freestyle S10","Silver","RIVARD Aurelie","CAN",2012
"Women","400 m Freestyle S10","Bronze","SCOTT Susan Beth","USA",2012
"Women","400 m Freestyle S11","Gold","SCHULTE Daniela","GER",2012
"Women","400 m Freestyle S11","Silver","THOMAS Amber","CAN",2012
"Women","400 m Freestyle S11","Bronze","CAMELLINI Cecilia","ITA",2012
"Women","400 m Freestyle S12","Gold","SAVCHENKO Oxana","RUS",2012
"Women","400 m Freestyle S12","Silver","RUSSELL Hannah","GBR",2012
"Women","400 m Freestyle S12","Bronze","FONT Deborah","ESP",2012
"Women","50 m Backstroke S2","Gold","FENG Yazhu","CHN",2012
"Women","50 m Backstroke S2","Silver","IELISAVETSKA Ganna","UKR",2012
"Women","50 m Backstroke S2","Bronze","SOTSKA Iryna","UKR",2012
"Women","50 m Backstroke S4","Gold","TEUNISSEN Lisette","NED",2012
"Women","50 m Backstroke S4","Silver","GARCIA Edenia","BRA",2012
"Women","50 m Backstroke S4","Bronze","BAI Juan","CHN",2012
"Women","100 m Backstroke S6","Gold","LU Dong","CHN",2012
"Women","100 m Backstroke S6","Silver","KINDRED Nyree","GBR",2012
"Women","100 m Backstroke S6","Bronze","DE KONING-PEPER Mirjam","NED",2012
"Women","100 m Backstroke S7","Gold","FRENEY Jacqueline","AUS",2012
"Women","100 m Backstroke S7","Silver","BRUHN Kirsten","GER",2012
"Women","100 m Backstroke S7","Bronze","JORDAN Cortney","USA",2012
"Women","100 m Backstroke S8","Gold","FREDERIKSEN Heather","GBR",2012
"Women","100 m Backstroke S8","Silver","LONG Jessica","USA",2012
"Women","100 m Backstroke S8","Bronze","VLADYKINA Olesia","RUS",2012
"Women","100 m Backstroke S9","Gold","COLE Ellie","AUS",2012
"Women","100 m Backstroke S9","Silver","MILLWARD Stephanie","GBR",2012
"Women","100 m Backstroke S9","Bronze","STONE Elizabeth","USA",2012
"Women","100 m Backstroke S10","Gold","MORTIMER Summer Ashley","CAN",2012
"Women","100 m Backstroke S10","Silver","PASCOE Sophie","NZL",2012
"Women","100 m Backstroke S10","Bronze","SAPIRO Shireen","RSA",2012
"Women","100 m Backstroke S11","Gold","AKIYAMA Rina","JPN",2012
"Women","100 m Backstroke S11","Silver","FISHER Mary","NZL",2012
"Women","100 m Backstroke S11","Bronze","CAMELLINI Cecilia","ITA",2012
"Women","100 m Backstroke S12","Gold","SAVCHENKO Oxana","RUS",2012
"Women","100 m Backstroke S12","Silver","PRONINA Natali","AZE",2012
"Women","100 m Backstroke S12","Bronze","RUSSELL Hannah","GBR",2012
"Women","100 m Backstroke S14","Gold","FIRTH Bethany","IRL",2012
"Women","100 m Backstroke S14","Silver","CORRY Taylor","AUS",2012
"Women","100 m Backstroke S14","Bronze","VAN DER KULK Marlou","NED",2012
"Women","100 m Breaststroke SB4","Gold","PROLOGAIEVA Nataliia","UKR",2012
"Women","100 m Breaststroke SB4","Silver","RUNG Sarah Louise","NOR",2012
"Women","100 m Breaststroke SB4","Bronze","PERALES Teresa","ESP",2012
"Women","100 m Breaststroke SB5","Gold","BRUHN Kirsten","GER",2012
"Women","100 m Breaststroke SB5","Silver","SONG Lingling","CHN",2012
"Women","100 m Breaststroke SB5","Bronze","NIR-KISTLER Noga","USA",2012
"Women","100 m Breaststroke SB6","Gold","SAVTSOVA Viktoriia","UKR",2012
"Women","100 m Breaststroke SB6","Silver","HENSHAW Charlotte","GBR",2012
"Women","100 m Breaststroke SB6","Bronze","JOHNSON Elizabeth","GBR",2012
"Women","100 m Breaststroke SB7","Gold","LONG Jessica","USA",2012
"Women","100 m Breaststroke SB7","Silver","KHRUL Oksana","UKR",2012
"Women","100 m Breaststroke SB7","Bronze","DEN BRABER Lisa","NED",2012
"Women","100 m Breaststroke SB8","Gold","VLADYKINA Olesia","RUS",2012
"Women","100 m Breaststroke SB8","Silver","CASHMORE Claire","GBR",2012
"Women","100 m Breaststroke SB8","Bronze","WOZNIAK Paulina","POL",2012
"Women","100 m Breaststroke SB9","Gold","YURCHENKO Khrystyna","UKR",2012
"Women","100 m Breaststroke SB9","Silver","PASCOE Sophie","NZL",2012
"Women","100 m Breaststroke SB9","Bronze","LEE Harriet","GBR",2012
"Women","100 m Breaststroke SB11","Gold","REICHARD Maja","SWE",2012
"Women","100 m Breaststroke SB11","Silver","BEREZHNA Yana","UKR",2012
"Women","100 m Breaststroke SB11","Bronze","BAEZ Nadia","ARG",2012
"Women","100 m Breaststroke SB12","Gold","PRONINA Natali","AZE",2012
"Women","100 m Breaststroke SB12","Silver","PELENDRITOU Karolina","CYP",2012
"Women","100 m Breaststroke SB12","Bronze","MATLO Yaryna","UKR",2012
"Women","100 m Breaststroke SB13","Gold","WATT Prue","AUS",2012
"Women","100 m Breaststroke SB13","Silver","KRAWZOW Elena","GER",2012
"Women","100 m Breaststroke SB13","Bronze","BECHERER Kelley","USA",2012
"Women","100 m Breaststroke SB14","Gold","ALONSO MORALES Michelle","ESP",2012
"Women","100 m Breaststroke SB14","Silver","TOETERS Magda","NED",2012
"Women","100 m Breaststroke SB14","Bronze","LEUNG Shu Hang","HKG",2012
"Women","50 m Butterfly S5","Gold","RUNG Sarah Louise","NOR",2012
"Women","50 m Butterfly S5","Silver","PERALES Teresa","ESP",2012
"Women","50 m Butterfly S5","Bronze","SILVA Joana Maria","BRA",2012
"Women","50 m Butterfly S6","Gold","KHRUL Oksana","UKR",2012
"Women","50 m Butterfly S6","Silver","LU Dong","CHN",2012
"Women","50 m Butterfly S6","Bronze","JIANG Fuying","CHN",2012
"Women","50 m Butterfly S7","Gold","FRENEY Jacqueline","AUS",2012
"Women","50 m Butterfly S7","Silver","NELSON Brianna","CAN",2012
"Women","50 m Butterfly S7","Bronze","HUANG Min","CHN",2012
"Women","100 m Butterfly S8","Gold","LONG Jessica","USA",2012
"Women","100 m Butterfly S8","Silver","ISTOMINA Kateryna","UKR",2012
"Women","100 m Butterfly S8","Bronze","JIANG Shengnan","CHN",2012
"Women","100 m Butterfly S9","Gold","DU TOIT Natalie","RSA",2012
"Women","100 m Butterfly S9","Silver","GASCON Sarai","ESP",2012
"Women","100 m Butterfly S9","Bronze","STONE Elizabeth","USA",2012
"Women","100 m Butterfly S10","Gold","PASCOE Sophie","NZL",2012
"Women","100 m Butterfly S10","Silver","JABLONSKA Oliwia","POL",2012
"Women","100 m Butterfly S10","Bronze","LORANDI Elodie","FRA",2012
"Women","100 m Butterfly S12","Gold","MENDAK Joanna","POL",2012
"Women","100 m Butterfly S12","Silver","STUKALOVA Darya","RUS",2012
"Women","100 m Butterfly S12","Bronze","RUSSELL Hannah","GBR",2012
"Women","200 m Individual Medley SM5","Gold","PROLOGAIEVA Nataliia","UKR",2012
"Women","200 m Individual Medley SM5","Silver","RUNG Sarah Louise","NOR",2012
"Women","200 m Individual Medley SM5","Bronze","PERALES Teresa","ESP",2012
"Women","200 m Individual Medley SM6","Gold","SIMMONDS Eleanor","GBR",2012
"Women","200 m Individual Medley SM6","Silver","SCHOTT Verena","GER",2012
"Women","200 m Individual Medley SM6","Bronze","JONES Natalie","GBR",2012
"Women","200 m Individual Medley SM7","Gold","FRENEY Jacqueline","AUS",2012
"Women","200 m Individual Medley SM7","Silver","NELSON Brianna","CAN",2012
"Women","200 m Individual Medley SM7","Bronze","HUANG Min","CHN",2012
"Women","200 m Individual Medley SM8","Gold","LONG Jessica","USA",2012
"Women","200 m Individual Medley SM8","Silver","VLADYKINA Olesia","RUS",2012
"Women","200 m Individual Medley SM8","Bronze","JIANG Shengnan","CHN",2012
"Women","200 m Individual Medley SM9","Gold","DU TOIT Natalie","RSA",2012
"Women","200 m Individual Medley SM9","Silver","MILLWARD Stephanie","GBR",2012
"Women","200 m Individual Medley SM9","Bronze","WATKIN Louise","GBR",2012
"Women","200 m Individual Medley SM10","Gold","PASCOE Sophie","NZL",2012
"Women","200 m Individual Medley SM10","Silver","MORTIMER Summer Ashley","CAN",2012
"Women","200 m Individual Medley SM10","Bronze","ZHANG Meng","CHN",2012
"Women","200 m Individual Medley SM11","Gold","FISHER Mary","NZL",2012
"Women","200 m Individual Medley SM11","Silver","SCHULTE Daniela","GER",2012
"Women","200 m Individual Medley SM11","Bronze","THOMAS Amber","CAN",2012
"Women","200 m Individual Medley SM12","Gold","SAVCHENKO Oxana","RUS",2012
"Women","200 m Individual Medley SM12","Silver","PRONINA Natali","AZE",2012
"Women","200 m Individual Medley SM12","Bronze","STUKALOVA Darya","RUS",2012
"Women","200 m Individual Medley SM13","Gold","GRAND-MAISON Valerie","CAN",2012
"Women","200 m Individual Medley SM13","Silver","MEYERS Rebecca","USA",2012
"Women","200 m Individual Medley SM13","Bronze","BECHERER Kelley","USA",2012
"Men","4x100 m Freestyle 34pts","Gold","COCHRANE Blake","AUS",2012
"Men","4x100 m Freestyle 34pts","Gold","LEVY Matthew","AUS",2012
"Men","4x100 m Freestyle 34pts","Gold","AUPRINCE Michael","AUS",2012
"Men","4x100 m Freestyle 34pts","Gold","HALL Brenden","AUS",2012
"Men","4x100 m Freestyle 34pts","Gold","COWDREY Matthew","AUS",2012
"Men","4x100 m Freestyle 34pts","Gold","ANDERSON Michael","AUS",2012
"Men","4x100 m Freestyle 34pts","Gold","PASTERFIELD Andrew","AUS",2012
"Men","4x100 m Freestyle 34pts","Gold","HAANAPPEL Matthew","AUS",2012
"Men","4x100 m Freestyle 34pts","Silver","WANG Jiachao","CHN",2012
"Men","4x100 m Freestyle 34pts","Silver","LIN Furong","CHN",2012
"Men","4x100 m Freestyle 34pts","Silver","SONG Maodang","CHN",2012
"Men","4x100 m Freestyle 34pts","Silver","WANG Yinan","CHN",2012
"Men","4x100 m Freestyle 34pts","Bronze","LISENKOV Konstantin","RUS",2012
"Men","4x100 m Freestyle 34pts","Bronze","ZIMIN Evgeny","RUS",2012
"Men","4x100 m Freestyle 34pts","Bronze","SAMARIN Eduard","RUS",2012
"Men","4x100 m Freestyle 34pts","Bronze","GRIGORYEV Dmitry","RUS",2012
"Men","4x100 m Freestyle 34pts","Bronze","POLTAVTSEV Pavel","RUS",2012
"Men","4x100 m Freestyle 34pts","Bronze","TARASOV Denis","RUS",2012
"Men","4x100 m Freestyle 34pts","Bronze","GLADKOV Andrei","RUS",2012
"Men","4x100 m Medley 34pts","Gold","LIU Ruijin","CHN",2012
"Men","4x100 m Medley 34pts","Gold","WANG Jiachao","CHN",2012
"Men","4x100 m Medley 34pts","Gold","WEI Yanpeng","CHN",2012
"Men","4x100 m Medley 34pts","Gold","LIN Furong","CHN",2012
"Men","4x100 m Medley 34pts","Gold","LIU Xiaobing","CHN",2012
"Men","4x100 m Medley 34pts","Gold","SONG Maodang","CHN",2012
"Men","4x100 m Medley 34pts","Gold","WANG Yinan","CHN",2012
"Men","4x100 m Medley 34pts","Silver","LISENKOV Konstantin","RUS",2012
"Men","4x100 m Medley 34pts","Silver","ZIMIN Evgeny","RUS",2012
"Men","4x100 m Medley 34pts","Silver","SAMARIN Eduard","RUS",2012
"Men","4x100 m Medley 34pts","Silver","DOROGAEV Denis","RUS",2012
"Men","4x100 m Medley 34pts","Silver","GRIGORYEV Dmitry","RUS",2012
"Men","4x100 m Medley 34pts","Silver","POLTAVTSEV Pavel","RUS",2012
"Men","4x100 m Medley 34pts","Silver","TARASOV Denis","RUS",2012
"Men","4x100 m Medley 34pts","Silver","GLADKOV Andrei","RUS",2012
"Men","4x100 m Medley 34pts","Bronze","LEVY Matthew","AUS",2012
"Men","4x100 m Medley 34pts","Bronze","AUPRINCE Michael","AUS",2012
"Men","4x100 m Medley 34pts","Bronze","HALL Brenden","AUS",2012
"Men","4x100 m Medley 34pts","Bronze","COWDREY Matthew","AUS",2012
"Men","4x100 m Medley 34pts","Bronze","ANDERSON Michael","AUS",2012
"Men","4x100 m Medley 34pts","Bronze","PASTERFIELD Andrew","AUS",2012
"Men","4x100 m Medley 34pts","Bronze","PENDLETON Rick","AUS",2012
"Men","4x100 m Medley 34pts","Bronze","HAANAPPEL Matthew","AUS",2012
"Women","4x100 m Freestyle 34pts","Gold","FRENEY Jacqueline","AUS",2012
"Women","4x100 m Freestyle 34pts","Gold","COLE Ellie","AUS",2012
"Women","4x100 m Freestyle 34pts","Gold","ELLIOTT Maddison","AUS",2012
"Women","4x100 m Freestyle 34pts","Gold","DOWNIE Katherine","AUS",2012
"Women","4x100 m Freestyle 34pts","Silver","LONG Jessica","USA",2012
"Women","4x100 m Freestyle 34pts","Silver","EAMES Anna","USA",2012
"Women","4x100 m Freestyle 34pts","Silver","SCOTT Susan Beth","USA",2012
"Women","4x100 m Freestyle 34pts","Silver","ARLEN Victoria","USA",2012
"Women","4x100 m Freestyle 34pts","Bronze","CASHMORE Claire","GBR",2012
"Women","4x100 m Freestyle 34pts","Bronze","MILLWARD Stephanie","GBR",2012
"Women","4x100 m Freestyle 34pts","Bronze","WATKIN Louise","GBR",2012
"Women","4x100 m Freestyle 34pts","Bronze","RODGERS Susannah","GBR",2012
"Women","4x100 m Medley 34pts","Gold","FRENEY Jacqueline","AUS",2012
"Women","4x100 m Medley 34pts","Gold","COLE Ellie","AUS",2012
"Women","4x100 m Medley 34pts","Gold","WILLIAMS Annabelle","AUS",2012
"Women","4x100 m Medley 34pts","Gold","DOWNIE Katherine","AUS",2012
"Women","4x100 m Medley 34pts","Silver","FREDERIKSEN Heather","GBR",2012
"Women","4x100 m Medley 34pts","Silver","CASHMORE Claire","GBR",2012
"Women","4x100 m Medley 34pts","Silver","MILLWARD Stephanie","GBR",2012
"Women","4x100 m Medley 34pts","Silver","WATKIN Louise","GBR",2012
"Women","4x100 m Medley 34pts","Bronze","LONG Jessica","USA",2012
"Women","4x100 m Medley 34pts","Bronze","JOHANNES Anna","USA",2012
"Women","4x100 m Medley 34pts","Bronze","SCOTT Susan Beth","USA",2012
"Women","4x100 m Medley 34pts","Bronze","WEGGEMANN Mallory","USA",2012
"Men","50 m Freestyle S3","Gold","HUANG Wenpan","CHN",2016
"Men","50 m Freestyle S3","Silver","VYNOHRADETS Dmytro","UKR",2016
"Men","50 m Freestyle S3","Bronze","LI Hanhua","CHN",2016
"Men","50 m Freestyle S4","Gold","JO Giseong","KOR",2016
"Men","50 m Freestyle S4","Silver","SMETANINE David","FRA",2016
"Men","50 m Freestyle S4","Bronze","DEREVINSKYI Andrii","UKR",2016
"Men","50 m Freestyle S5","Gold","DIAS Daniel","BRA",2016
"Men","50 m Freestyle S5","Silver","VO Thanh Tung","VIE",2016
"Men","50 m Freestyle S5","Bronze","PERKINS Roy","USA",2016
"Men","50 m Freestyle S6","Gold","XU Qing","CHN",2016
"Men","50 m Freestyle S6","Silver","CRISPIN Nelson","COL",2016
"Men","50 m Freestyle S6","Bronze","JIA Hongguang","CHN",2016
"Men","50 m Freestyle S7","Gold","PAN Shiyun","CHN",2016
"Men","50 m Freestyle S7","Silver","BOHODAYKO Yevheniy","UKR",2016
"Men","50 m Freestyle S7","Bronze","SERRANO ZARATE Carlos","COL",2016
"Men","50 m Freestyle S8","Gold","WANG Yinan","CHN",2016
"Men","50 m Freestyle S8","Silver","HRYNENKO Bohdan","UKR",2016
"Men","50 m Freestyle S8","Bronze","BOZHYNSKYI Iurii","UKR",2016
"Men","50 m Freestyle S9","Gold","WYLIE Matthew","GBR",2016
"Men","50 m Freestyle S9","Silver","DISKEN Timothy","AUS",2016
"Men","50 m Freestyle S9","Bronze","YAMADA Takuro","JPN",2016
"Men","50 m Freestyle S10","Gold","KRYPAK Maksym","UKR",2016
"Men","50 m Freestyle S10","Silver","RODRIGUES Phelipe Andrews Melo","BRA",2016
"Men","50 m Freestyle S10","Bronze","DUBROV Denys","UKR",2016
"Men","50 m Freestyle S11","Gold","SNYDER Bradley","USA",2016
"Men","50 m Freestyle S11","Silver","KIMURA Keiichi","JPN",2016
"Men","50 m Freestyle S11","Bronze","YANG Bozun","CHN",2016
"Men","50 m Freestyle S12","Gold","VERAKSA Maksym","UKR",2016
"Men","50 m Freestyle S12","Silver","SALEI Dzmitry","AZE",2016
"Men","50 m Freestyle S12","Bronze","YAREMENKO Illia","UKR",2016
"Men","50 m Freestyle S13","Gold","BOKI Ihar","BLR",2016
"Men","50 m Freestyle S13","Silver","FARRENBERG Carlos","BRA",2016
"Men","50 m Freestyle S13","Bronze","TURSUNKHUJAEV Muzaffar","UZB",2016
"Men","100 m Freestyle S4","Gold","JO Giseong","KOR",2016
"Men","100 m Freestyle S4","Silver","JIN Zhipeng","CHN",2016
"Men","100 m Freestyle S4","Bronze","SCHOENMAKER Michael","NED",2016
"Men","100 m Freestyle S5","Gold","DIAS Daniel","BRA",2016
"Men","100 m Freestyle S5","Silver","PERKINS Roy","USA",2016
"Men","100 m Freestyle S5","Bronze","MULLEN Andrew","GBR",2016
"Men","100 m Freestyle S6","Gold","PEREZ ESCALONA Lorenzo","CUB",2016
"Men","100 m Freestyle S6","Silver","CRISPIN Nelson","COL",2016
"Men","100 m Freestyle S6","Bronze","KOMAROV Oleksandr","UKR",2016
"Men","100 m Freestyle S7","Gold","PAN Shiyun","CHN",2016
"Men","100 m Freestyle S7","Silver","SERRANO ZARATE Carlos","COL",2016
"Men","100 m Freestyle S7","Bronze","BOHODAYKO Yevheniy","UKR",2016
"Men","100 m Freestyle S8","Gold","WANG Yinan","CHN",2016
"Men","100 m Freestyle S8","Silver","SONG Maodang","CHN",2016
"Men","100 m Freestyle S8","Bronze","CRAIG Josef","GBR",2016
"Men","100 m Freestyle S9","Gold","DISKEN Timothy","AUS",2016
"Men","100 m Freestyle S9","Silver","HALL Brenden","AUS",2016
"Men","100 m Freestyle S9","Bronze","TOTH Tamas","HUN",2016
"Men","100 m Freestyle S10","Gold","KRYPAK Maksym","UKR",2016
"Men","100 m Freestyle S10","Silver","BRASIL Andre","BRA",2016
"Men","100 m Freestyle S10","Bronze","RODRIGUES Phelipe Andrews Melo","BRA",2016
"Men","100 m Freestyle S11","Gold","SNYDER Bradley","USA",2016
"Men","100 m Freestyle S11","Silver","YANG Bozun","CHN",2016
"Men","100 m Freestyle S11","Bronze","KIMURA Keiichi","JPN",2016
"Men","100 m Freestyle S13","Gold","BOKI Ihar","BLR",2016
"Men","100 m Freestyle S13","Silver","DENYSENKO Iaroslav","UKR",2016
"Men","100 m Freestyle S13","Bronze","VERAKSA Maksym","UKR",2016
"Men","200 m Freestyle S2","Gold","LIU Benying","CHN",2016
"Men","200 m Freestyle S2","Silver","ZOU Liankang","CHN",2016
"Men","200 m Freestyle S2","Bronze","PALAMARCHUK Serhii","UKR",2016
"Men","200 m Freestyle S3","Gold","HUANG Wenpan","CHN",2016
"Men","200 m Freestyle S3","Silver","VYNOHRADETS Dmytro","UKR",2016
"Men","200 m Freestyle S3","Bronze","LI Hanhua","CHN",2016
"Men","200 m Freestyle S4","Gold","JO Giseong","KOR",2016
"Men","200 m Freestyle S4","Silver","SCHOENMAKER Michael","NED",2016
"Men","200 m Freestyle S4","Bronze","JIN Zhipeng","CHN",2016
"Men","200 m Freestyle S5","Gold","DIAS Daniel","BRA",2016
"Men","200 m Freestyle S5","Silver","PERKINS Roy","USA",2016
"Men","200 m Freestyle S5","Bronze","MULLEN Andrew","GBR",2016
"Men","200 m Freestyle S14","Gold","TANG Wai Lok","HKG",2016
"Men","200 m Freestyle S14","Silver","HAMER Thomas","GBR",2016
"Men","200 m Freestyle S14","Bronze","FOX Daniel","AUS",2016
"Men","400 m Freestyle S6","Gold","BOCCIARDO Francesco","ITA",2016
"Men","400 m Freestyle S6","Silver","VAN HOFWEEGEN Thijs","NED",2016
"Men","400 m Freestyle S6","Bronze","PEREZ ESCALONA Lorenzo","CUB",2016
"Men","400 m Freestyle S7","Gold","JONES Michael","GBR",2016
"Men","400 m Freestyle S7","Silver","FOX Jonathan","GBR",2016
"Men","400 m Freestyle S7","Bronze","BJORNSTAD Andreas Skaar","NOR",2016
"Men","400 m Freestyle S8","Gold","HYND Oliver","GBR",2016
"Men","400 m Freestyle S8","Silver","XU Haijiao","CHN",2016
"Men","400 m Freestyle S8","Bronze","WANG Yinan","CHN",2016
"Men","400 m Freestyle S9","Gold","HALL Brenden","AUS",2016
"Men","400 m Freestyle S9","Silver","MORLACCHI Federico","ITA",2016
"Men","400 m Freestyle S9","Bronze","WHITE Lewis","GBR",2016
"Men","400 m Freestyle S10","Gold","KRYPAK Maksym","UKR",2016
"Men","400 m Freestyle S10","Silver","DUBROV Denys","UKR",2016
"Men","400 m Freestyle S10","Bronze","HUOT Benoit","CAN",2016
