35;"Hadley Wickham";"Our first artist in residence: Allison Horst!";"2019-11-18"
35;"Sean Lopp";"Package Manager 1.1.0 - No Interruptions";"2019-11-07"
35;"Kevin Ushey";"renv: Project Environments for R";"2019-11-06"
35;"Nathan Stephens";"RStudio Professional Drivers 1.6.0";"2019-10-24"
35;"Winston Chang";"Shiny 1.4.0";"2019-10-15"
35;"Samantha Toet";"Building Data Science Infrastructure at an Enterprise Level with RStudio and ProCogia";"2019-10-02"
35;"Elisa Gladu";"Fall & Winter Workshop Roundup";"2019-09-30"
36;"Roger Oberg";"Hadley Wickham's Advanced R in Amsterdam";"2016-02-06"
36;"Hadley Wickham";"Devtools 1.10.0";"2016-02-02"
36;"Hadley Wickham";"httr 1.1.0 (and 1.0.0)";"2016-02-02"
36;"Jim Hester";"memoise 1.0.0";"2016-02-02"
36;"Hadley Wickham";"tidyr 0.4.0";"2016-02-02"
36;"Winston Chang";"Shiny 0.13.0";"2016-01-20"
36;"RStudio Team";"RcppParallel: Getting R and C++ to work (some more) in parallel";"2016-01-15"
36;"Hadley Wickham";"purrr 0.2.0";"2016-01-06"
36;"Hadley Wickham";"ggplot 2.0.0";"2015-12-21"
36;"Hadley Wickham";"svglite 1.0.0";"2015-12-10"
37;"Sean Lopp";"RStudio Connect 1.7.8 - Put a pin in it!";"2019-09-23"
37;"Samantha Toet";"Data Science in Production: a Joint Event with Yotabites";"2019-09-22"
37;"Jonathan McPherson";"RStudio Server Pro 1.2 Update";"2019-09-19"
37;"RStudio Team";"pins: Pin, Discover and Share Resources";"2019-09-09"
37;"Hadley Wickham";"Deadline extended for rstudio::conf(2020) abstract submissions";"2019-09-06"
37;"Jen Hecht";"rstudio::conf(2020) Diversity and international scholarships";"2019-08-30"
37;"Hadley Wickham";"rstudio::conf(2020) call for submissions";"2019-08-09"
37;"Curtis Kephart";"The Shiny Developer Series";"2019-08-05"
37;"Greg Wilson";"RStudio Trainer Directory Launches";"2019-07-18"
37;"Hadley Wickham";"rstudio::conf(2020) is open for registration!";"2019-07-15"
38;"Hadley Wickham";"testthat 1.0.0";"2016-04-29"
38;"Hadley Wickham";"Feather: A Fast On-Disk Format for Data Frames for R and Python, powered by Apache Arrow";"2016-03-29"
38;"Roger Oberg";"RStudio at the Open Data Science Conference";"2016-03-28"
38;"Hadley Wickham";"tibble 1.0.0";"2016-03-24"
38;"RStudio Team";"R Markdown Custom Formats";"2016-03-21"
38;"RStudio Team";"R Markdown v0.9.5";"2016-03-21"
38;"Jim Hester";"R on Travis-CI";"2016-03-09"
38;"Hadley Wickham";"ggplot2 2.1.0";"2016-03-03"
38;"Roger Oberg";"Shinyapps.io Update Notification";"2016-02-19"
38;"RStudio Team";"New Release of RStudio (v0.99.878)";"2016-02-09"
39;"Kristopher Overholt";"RStudio Connect 1.7.6 - Publish Git-backed Content";"2019-06-24"
39;"Sean Lopp";"RStudio Connect 1.7.4.2 - Important Security Patch";"2019-06-13"
39;"Becky Bajan ";"Work Week at a Glance";"2019-06-06"
39;"Samantha Toet";"[R]eady for Production: a Joint Event with RStudio and EODA";"2019-05-24"
39;"Greg Wilson";"RStudio Instructor Training Updates";"2019-05-21"
39;"Sean Lopp";"Introducing SAML in RStudio Connect";"2019-05-14"
39;"Roger Oberg";"Introducing RStudio Server Pro 1.2 - New Features, Packaging, and Pricing";"2019-05-09"
39;"Roger Oberg";"Introducing RStudio Team";"2019-05-09"
39;"Jonathan McPherson";"RStudio 1.2 Released";"2019-04-30"
39;"Joe Cheng";"Shiny v1.3.2";"2019-04-26"
40;"Hadley Wickham";"xml2 1.0.0";"2016-07-05"
40;"Roger Oberg";"Join us at rstudio::conf 2017!";"2016-06-30"
40;"Roger Oberg";"See RStudio at UseR! 2016";"2016-06-27"
40;"Hadley Wickham";"dplyr 0.5.0";"2016-06-27"
40;"Hadley Wickham";"tidyr 0.5.0";"2016-06-13"
40;"Winston Chang";"Profiling with RStudio and profvis";"2016-05-23"
40;"RStudio Team";"flexdashboard: Easy interactive dashboards for R";"2016-05-17"
40;"Garrett Grolemund";"Shiny JavaScript Tutorials";"2016-05-06"
40;"Joe Cheng";"ShinyDevCon videos now available";"2016-05-05"
40;"Roger Oberg";"Register now for Hadley Wickham's Master R in Amsterdam";"2016-04-30"
41;"Sean Lopp";"RStudio Package Manager 1.0.8 - System Requirements";"2019-04-18"
41;"Mine Çetinkaya-Rundel";"Winners of the 1st Shiny Contest";"2019-04-05"
41;"Greg Wilson";"Summer Interns 2019";"2019-03-25"
41;"Kelly O'Briant";"RStudio Connect 1.7.2";"2019-03-22"
41;"Javier Luraschi";"sparklyr 1.0: Apache Arrow, XGBoost, Broom and TFRecords";"2019-03-15"
41;"Jonathan McPherson";"RStudio 1.2 Preview: Jobs";"2019-03-14"
41;"Sean Lopp";"RStudio Package Manager 1.0.6 - README";"2019-03-13"
41;"Roger Oberg";"Building tidy tools workshop";"2019-03-08"
41;"Greg Wilson";"RStudio Instructor Training";"2019-02-28"
41;"Cole Arendt";"Try out RStudio Connect on Your Desktop for Free";"2019-02-13"
42;"Hadley Wickham";"tibble 1.2.0";"2016-08-29"
42;"Hadley Wickham";"stringr 1.1.0";"2016-08-24"
42;"Roger Oberg";"Final Call: Hadley Wickham's Master R Workshop September 12 and 13 in NYC";"2016-08-18"
42;"Hadley Wickham";"tidyr 0.6.0";"2016-08-15"
42;"Yihui Xie";"A New Version of DT (0.2) on CRAN";"2016-08-09"
42;"Hadley Wickham";"readr 1.0.0";"2016-08-05"
42;"Roger Oberg";"Don't miss Hadley Wickham's Master R Workshop September 12 and 13 in NYC";"2016-07-22"
42;"Roger Oberg";"Discover R and RStudio at JSM 2016 Chicago!";"2016-07-19"
42;"Hadley Wickham";"httr 1.2.0";"2016-07-05"
42;"Hadley Wickham";"tibble 1.1";"2016-07-05"
43;"Mine Çetinkaya-Rundel";"rstudio::conf 2019 Workshop materials now available";"2019-02-06"
43;"Sean Lopp";"Time Travel with RStudio Package Manager 1.0.4";"2019-01-30"
43;"Greg Wilson";"Summer Internships 2019";"2019-01-18"
43;"Sean Lopp";"RStudio Connect 1.7.0";"2019-01-17"
43;"Roger Oberg";"RStudio Server Pro is now available on Microsoft Azure Marketplace";"2019-01-08"
43;"Mine Çetinkaya-Rundel";"Announcing the 1st Shiny Contest";"2019-01-07"
43;"Roger Oberg";"Thinking about going to rstudio::conf 2019? Act soon!";"2018-11-28"
43;"Jonathan McPherson";"RStudio 1.2 Preview: The Little Things";"2018-11-19"
43;"Joe Cheng";"Shiny 1.2.0: Plot caching";"2018-11-13"
43;"Karl Feinauer";"RStudio 1.2 Preview - New Features in RStudio Pro";"2018-11-05"
44;"Winston Chang";"shinythemes 1.1.1";"2016-10-13"
44;"Jonathan McPherson";"R Notebooks";"2016-10-05"
44;"Hadley Wickham";"haven 1.0.0";"2016-10-04"
44;"Hadley Wickham";"ggplot2 2.2.0 coming soon!";"2016-09-30"
44;"RStudio Team";"sparklyr — R interface for Apache Spark";"2016-09-27"
44;"Joe Cheng";"Shiny Server (Pro) 1.4.6";"2016-09-22"
44;"Hadley Wickham";"lubridate 1.6.0";"2016-09-15"
44;"Hadley Wickham";"tidyverse 1.0.0";"2016-09-15"
44;"Winston Chang";"Shiny 0.14";"2016-09-12"
44;"Hadley Wickham";"forcats 0.1.0 ";"2016-08-31"
45;"RStudio Team";"RStudio IDE Custom Theme Support";"2018-10-29"
45;"Gary Ritchie";"RStudio 1.2 Preview: Plumber Integration";"2018-10-23"
45;"Becky Bajan";"Summer Intern Projects";"2018-10-22"
45;"RStudio Team";"shinytest - Automated testing for Shiny apps";"2018-10-18"
45;"Sean Lopp";"Announcing RStudio Package Manager ";"2018-10-17"
45;"RStudio Team";"RStudio 1.2 Preview: Stan";"2018-10-16"
45;"RStudio Team";"RStudio 1.2 Preview: C/C++ and Rcpp";"2018-10-11"
45;"RStudio Team";"RStudio 1.2 Preview: Reticulated Python";"2018-10-09"
45;"RStudio Team";"r2d3 - R Interface to D3 Visualizations";"2018-10-05"
45;"Jonathan McPherson";"RStudio 1.2 Preview: SQL Integration";"2018-10-02"
46;"Roger Oberg";"Time is running out - register for Hadley Wickham's Master R in Melbourne!";"2016-11-23"
46;"Hadley Wickham";"ggplot2 2.2.0";"2016-11-14"
46;"Hadley Wickham";"svglite 1.2.0";"2016-11-14"
46;"Roger Oberg";"R Views - a new perspective on R and RStudio";"2016-11-08"
46;"Joe Cheng";"Shiny Server (Pro) 1.5";"2016-11-04"
46;"RStudio Team";"Announcing RStudio v1.0!";"2016-11-01"
46;"Roger Oberg";"Join Hadley Wickham's Master R Workshop in Melbourne, Australia December 12 & 13";"2016-10-28"
46;"Hadley Wickham";"Call for rstudio::conf lightning talks";"2016-10-18"
46;"Joe Cheng";"Shiny Server (Pro) 1.4.7";"2016-10-14"
46;"Roger Oberg";"The schedule is out - rstudio:conf 2017";"2016-10-13"
47;"Javier Luraschi";"sparklyr 0.9: Streams and Kubernetes";"2018-10-01"
47;"Sean Lopp";"RStudio Connect 1.6.8 - Emails, APIs, and Titles";"2018-09-20"
47;"JJ Allaire";"Radix for R Markdown";"2018-09-19"
47;"Hadley Wickham";"Deadline extended for rstudio::conf(2019) abstract submissions";"2018-09-14"
47;"Sigrid Keydana";"Getting started with deep learning in R";"2018-09-12"
47;"Joe Cheng";"Shiny Server (Pro) 1.5.8";"2018-09-04"
47;"Hadley Wickham";"rstudio::conf(2019) contributed talks & e-posters";"2018-08-20"
47;"Joseph Rickert";"R/Medicine Conference";"2018-08-13"
47;"Hadley Wickham";"rstudio::conf(2019) diversity scholarships";"2018-08-10"
47;"Roger Oberg";"What they forgot to teach you about R";"2018-08-07"
48;"Joe Cheng";"leaflet 1.1.0";"2017-02-22"
48;"Roger Oberg";"rstudio::conf 2017 session recordings are now available";"2017-02-15"
48;"Roger Oberg";"See RStudio + sparklyr for big data at Strata + Hadoop World";"2017-02-13"
48;"Jeff Allen";"RStudio Connect 1.4.2";"2017-02-09"
48;"Hadley Wickham";"roxygen2 6.0.0";"2017-02-01"
48;"Javier Luraschi";"sparklyr 0.5: Livy and dplyr improvements";"2017-01-24"
48;"Jim Hester";"xml2 1.1.1";"2017-01-24"
48;"Jeff Allen";"Announcing RStudio Connect - For all the work your teams do in R";"2017-01-10"
48;"Roger Oberg";"Register today for rstudio::conf 2017!";"2016-12-15"
48;"Yihui Xie";"Announcing bookdown: Authoring Books and Technical Documents with R Markdown";"2016-12-02"
49;"Roger Oberg";"rstudio::conf 2019 is open for registration!";"2018-07-31"
49;"Yihui Xie";"Announcing the 1st Bookdown Contest";"2018-07-27"
49;"Sean Lopp";"RStudio Connect 1.6.6 - Custom Emails";"2018-07-26"
49;"Yihui Xie";"The Revamped bookdown.org Website";"2018-07-25"
49;"Yihui Xie";"Announcing the R Markdown Book";"2018-07-13"
49;"Jeff Allen";"RStudio Connect v1.6.4.2 - Security Update";"2018-07-09"
49;"Joe Cheng";"Shiny 1.1.0: Scaling Shiny with async";"2018-06-26"
49;"Cole Arendt";"RStudio Connect v1.6.4";"2018-06-19"
49;"Roger Oberg";"Applied Machine Learning Workshop";"2018-05-15"
49;"Kevin Kuo";"sparklyr 0.8: Production pipelines and graphs";"2018-05-14"
50;"Roger Oberg";"RStudio Server Pro is now available on AWS Marketplace";"2017-05-31"
50;"Jeff Allen";"RStudio Connect 1.5.0 - Introducing Tags!";"2017-05-23"
50;"Bárbara Borges";"shinydashboard 0.6.0";"2017-05-18"
50;"Roger Oberg";"Come see RStudio at an event near you next week!";"2017-05-12"
50;"Jenny Bryan";"readxl 1.0.0";"2017-04-19"
50;"Hadley Wickham";"dplyr 0.6.0 coming soon!";"2017-04-13"
50;"Hadley Wickham";"tidyverse updates";"2017-04-12"
50;"Jeff Allen";"RStudio Connect 1.4.6";"2017-04-11"
50;"Bárbara Borges";"Shiny 1.0.1";"2017-04-05"
50;"Jeff Allen";"RStudio Connect 1.4.4.1";"2017-03-28"
51;"Becky Bajan";"Enterprise Advocate";"2018-05-11"
51;"Barret Schloerke";"leaflet 2.0.0";"2018-05-10"
51;"Cole Arendt";"RStudio Connect v1.6.2";"2018-05-09"
51;"JJ Allaire";"Arrow and beyond: Collaborating on next generation tools for open source data science";"2018-04-19"
51;"Becky Bajan";"Summer Interns";"2018-04-18"
51;"Sean Lopp";"RStudio Connect 1.6.0  -  A Year in the Making!";"2018-04-12"
51;"Joe Cheng";"Shiny Server (Pro) 1.5.7";"2018-04-11"
51;"Roger Oberg";"Building tidy tools workshop";"2018-04-09"
51;"Yihui Xie";"DT 0.4: Editing Tables, Smart Filtering, and More";"2018-03-29"
51;"JJ Allaire";"reticulate: R interface to Python";"2018-03-26"
52;"Gary Ritchie";"RStudio v1.1 Preview: Terminal";"2017-08-11"
52;"Roger Oberg";"Building tidy tools workshop";"2017-08-10"
52;"Jeff Allen";"RStudio Connect v1.5.4 - Now Supporting Plumber!";"2017-08-03"
52;"Javier Luraschi";"sparklyr 0.6: Distributed R and external sources";"2017-07-31"
52;"Hadley Wickham";"haven 1.1.0";"2017-07-13"
52;"Roger Oberg";"Registration open for rstudio::conf 2018!";"2017-07-12"
52;"Garrett Grolemund";"Introducing learnr";"2017-07-11"
52;"Hadley Wickham";"dbplyr 1.1.0";"2017-06-27"
52;"Hadley Wickham";"bigrquery 0.4.0";"2017-06-26"
52;"Hadley Wickham";"dplyr 0.7.0";"2017-06-13"
53;"Amanda Gadrow";"Platform Deprecation Strategy";"2018-03-07"
53;"Sean Lopp";"RStudio Connect v1.5.14";"2018-03-02"
53;"Hadley Wickham";"Summer interns";"2018-02-12"
53;"Tareef Kawaf";"TensorFlow for R";"2018-02-06"
53;"Kevin Kuo";"sparklyr 0.7: Spark Pipelines and Machine Learning";"2018-01-29"
53;"Sean Lopp";"RStudio Connect v1.5.12";"2018-01-12"
53;"Alan Dipert";"Shiny Server (Pro) 1.5.6";"2017-12-11"
53;"Roger Oberg";"Birds of a Feather sessions at rstudio::conf 2018 and the rstudio::conf app!";"2017-12-01"
53;"Sean Lopp";"RStudio Connect v1.5.10";"2017-12-01"
53;"Bárbara Borges";"pool package on CRAN";"2017-11-17"
54;"Jeff Allen";"RStudio Connect v1.5.6 - Now Supporting Kerberos!";"2017-09-06"
54;"JJ Allaire";"Keras for R";"2017-09-05"
54;"B. Wayne";"RStudio 1.1 Preview - I Only Work in Black";"2017-08-30"
54;"Mine Çetinkaya-Rundel";"Shiny Dev Center gets a shiny new update";"2017-08-29"
54;"Roger Oberg";"Newer to R? rstudio::conf 2018 is for you! Early bird pricing ends August 31.";"2017-08-25"
54;"Kevin Ushey";"RStudio v1.1 Preview - Object Explorer";"2017-08-22"
54;"Roger Oberg";"RStudio Server Pro is ready for BigQuery on the Google Cloud Platform";"2017-08-18"
54;"Jonathan McPherson";"RStudio 1.1 Preview - Data Connections";"2017-08-16"
54;"Winston Chang";"Shiny 1.0.4";"2017-08-15"
54;"Hadley Wickham";"rstudio::conf(2018): Contributed talks, e-posters, and diversity scholarships";"2017-08-15"
55;"Hadley Wickham";"rstudio::conf(2018) program now available!";"2017-11-06"
55;"Hadley Wickham";"R-Admins Community";"2017-11-03"
55;"Jeff Allen";"RStudio Connect v1.5.8";"2017-10-24"
55;"Nathan Stephens";"Announcing RStudio Professional Drivers";"2017-10-16"
55;"Jonathan McPherson";"RStudio v1.1 Released";"2017-10-09"
55;"Hadley Wickham";"community.rstudio.com";"2017-09-14"
55;"Jonathan McPherson";"RStudio v1.1 - The Little Things";"2017-09-13"
55;"Alan Dipert";"Shiny Server (Pro) 1.5.4";"2017-09-12"
55;"Yihui Xie";"Announcing blogdown: Create Websites with R Markdown";"2017-09-11"
55;"Karl Feinauer, Jonathan McPherson";"RStudio 1.1 Preview - New Features in RStudio Server Pro";"2017-09-07"
